id,characteristic,known_variations,number_of_users,number_variations
383,mthfr,"['Mthfr c677t > gg', 'Rs1801131 a,c', 'Mthfr c677t > aa', 'Mthfr 1298 c', '?', 'Mthfr c677t hetero', 'Rs1801133 a,g', 'This is a genotype', 'I dont know', 'Yes', 'Rs1801131(c;c)']",32,11
534,Dietary supplements used,"['Take all vitamins, amino acids, and many herbs on daily basis', ""Don't use them"", 'B complex, d, multiple, fish oil, coq10, spirulina, probiotics', 'B complex, d, zinc, soy lecithins, 5-htp', 'D, multiple,fish oil, coq10,probiotics, calcium, sam-e,5-loxin,curcumin', 'Iron, d, multivitamins, probiotics', 'B12', 'Vitamin d', ""D 10000 iu,b complex strong,multivitamin,fish oil, b12 5mg, folic acid 5mg(because of my genes, download them if you don't believe me)"", 'Fish oil & multi-vitamin']",32,10
475,Alzheimer's Disease ,"['No', 'Yes, sister & cousin with early onset alzheimers, rs9886784(a;a)', 'Rs9886784(c;c) family members with later onset', 'Apoε4/4', 'Aunt (zero fat diet and used aluminum foil)']",32,5
542,macular degeneration,"['Sister has stargardt disease, me snp rs121909207 (g;g)', 'No', 'Yes', 'Strong genetic predisposition. paternal grandmother had severe bilateral by age 70.', 'I have cousins on both sides of my family who have had macular degeneration.', 'Rs121909207 (g;g)', 'My grandmother went blind with amd']",32,7
572, vitiligo ,"[""Nope...don't have it"", "" i don't know what that is so i must not have it. "", 'No']",32,3
441,English ACT,"['24', 'Na', '30', '36', ""Don't remember"", '32', '31', '23', '35']",32,9
678,Tattoos ,"['Yes-20', '0', 'Yes', 'Yes multiple', '2 tattoos']",32,5
426,Enophthalmos,"['Yes', 'No']",32,2
618,Supernumerary nipples,"['No', 'Symmetric nipples at mid torso', 'Extra left nipple, 3”  below normal left nipple']",32,3
406,Mitral Insufficiency (Regurgitation),"['None', 'Mild', 'Unknown', 'Mitral valve prolapse', 'Tricuspid regurgitation (mild)', 'Minimal']",32,6
641,Asexual,"['No', 'Yes']",31,2
552,Medium brown skin,"['White', 'Mizrahi jew', 'African-american', 'Cherokee/irish', 'Asian', 'Mixed sub-saharan african-european-asian afroeuroasian', 'No']",31,7
581,deviated septum,"['None', 'Congenital, multiple family members have needed surgery for this condition', 'Yes - no history of impact trauma', 'Yes- history of trauma/impact']",31,4
563,Inflammation,"['No', 'Strong and harmful greater than average inflammatory response to injury', 'Rheumatoid arthritis with positive ra factor']",31,3
562,Thyroid nodules,"['No', 'It is likely possible', ""Benign thyroid nodules with dysfunction both hyper- and hypo- suspected hashimoto's disease"", ""Cushing's disease"", 'Yes, benign']",31,5
580,MENSA Member,"['No', 'Yes', 'Not interested-never met a mensa member who was not a creep', 'Too dumb ']",31,4
468,Resistance To Infectious Disease,"['Rs8177374(t;t)', 'Rs8177374(c;t)', 'This is not a phenotype', 'Never had strep throat', 'Rs8177374(c;c) less susceptible to infection', 'Seem to have resistance to influenza', 'More susceptible to infections and viruses', 'Rs8177374 t/t', 'No idea', 'Less susceptible']",31,10
516,Cervical dysplasia / cancer,"['Yes cervical dysplasia ', 'N/a', 'Cin3 aged 29', 'I had severe dysphasia...they had to cone it out', 'Cervical cancer age 37', 'No', 'I had endometrial cancer that was diagnosed by taking scraping of the cervix', 'Im a male dont own one of them']",31,8
413,FBN1 Mutation,"[""Don't know."", 'No', 'Rs2118181(t;t)', 'This is a genotype, not a phenotype', 'Fbn1 mutation']",31,5
508,multiple brain aneurysms,"['00', '3', 'N/a', 'No']",31,4
424,Downslanting Palpebral Fissures Related To Marfan Syndrome,"['No', 'Yes', ""Don't understand the question""]",30,3
631,Cold sores (herpes),"['No', 'No herpes here', 'Caucasian', 'No herpes here, north or south!', 'Nose and mouth']",30,5
590,"brown hair colour, white skin color","['Yes', 'No', 'Caucasian', 'Dark brown hair colour, white skin colour']",30,4
448,Early Onset Heart Disease,"['No', 'Rs2383206(g,g), rs2383207(g;g), rs5174(a;a),  rs17228212(c;t), rs4977574(g;g),', 'Yes', 'N/a', 'Sherylclyde@gmail.com', 'Hfref at 31']",29,6
440,ACT math,"['0', '24', 'N/a', '31', '27', ""Don't remember"", '28', '26', '23', '35']",29,10
526,Oxycodone/Oxycontin Effectiveness,"['Can take any opiates. i get nausea and vomit for hours.', 'Works well - effectiveness wears off quickly', 'Works well - for full dosing interval', 'Allergic', 'Don´t know', 'Causes sedation, audio distortions, minimal-to-zero pain relief']",29,6
474,Unable To Metabolize Common Medications (CYP3A5 non-expressor),"['Most meds have little effect on me, gs155', 'No', 'Yes', 'Unknown', 'G, g (non-expressor)']",28,5
568,"Brunette, O+, Caucasian","['Brunette, o+, caucasian', 'Blond, o+, caucasian', 'Brunette, a+, caucasian', 'Dishwater blonde, b+, caucasian mostly', 'Brunette, o-, caucasian', 'Dishwater blonde, a+ caucasian ']",28,6
410,Aortic Insufficiency (Regurgitation),"['None', 'Yes a little ', 'No']",28,3
458,vi/vim or Emacs,"['Nano', 'Not a phenotype', 'Vim', 'Ee', 'Nedit', 'Emacs']",28,6
442,Disseminated Superficial Actinic Porokeratosis,"['None', 'Diagnosed by dermatologist', 'Yes; runs in family']",28,3
318,Cognitive impairment side effect on statin,"['Minimal muscle problems', 'Minimal muscle problems, no cpk elevation', 'None', 'N/a', 'Muscle pain, elevated cpm']",28,5
647,Age of first grey hair (scalp),"['36', '19', '33', '17', '49', '28', '31', '27', '15', 'N/a', '35']",28,11
451,ACT reading,"['30', ""Don't remember"", '27', ""Didn't take"", '29', '28', '35', '36']",28,8
476,Crohn's Disease +rs2241880,"['Not diagnosed but have rs2241880(c;c)', 'Rs2241880(g,g)', 'No (aa)', 'Rs2241880(c;t)', 'No (ag)', 'Unknown', 'Rs2241880(gg)']",28,7
609,Suicidality,"['Regular ideation', 'Anxitey, ptsd, major depression without suicidal ideation', 'Several attempts, and/or depression', 'Never even thought about suicide', 'Multiple attempts, first thought about it at age 9, diagnosed with major depressive disorder and ptsd. have had passive suicidal ideation for most of my life.', 'Sometimes think about it but never want to actually kill myself', 'No']",28,7
606,"Optimistic, empathetic, handles stress well","['Yes and no, both extremes, by experience', 'Rs53576 g/g reading the emotion of others, be optimistic', 'Rs53576', 'Handle situations very well in chaotic times', 'No', 'Rs53576 (a;a)', 'No, yes, no']",27,7
635,Hypertension,"['No', 'Yes']",27,2
573,Double vision ,"[""Nope...don't have it"", 'Ocassionally have double vision when looking at distant objects, especially when tired.', 'Yes', 'At reading distance. left and right eyes do not focus together']",27,4
579,Autoimmune Disease,"['Type 1 diabetes, sero-negative rheumatoid arthritis', 'None', 'Undifferentiated connective tissue disease', 'Psoriatic arthritis ', 'Seronegative arthritis', 'No but runs in the family', 'Hashimotos ', 'Psoriasis']",27,8
477,Type 2 Diabetes +rs13266634,"['Rs1326634cc', 'Not diagnosed yet but have rs13266634(c;t).', 'No', 'This is a genotype, not a phenotype']",27,4
602,Extra Teeth,"['Yes', 'None', 'Had all four wisdom teeth.  a grandfather had extra teeth.', 'I never had any wisdom teeth', 'Maxillary canines', 'No', 'Had two wisdom teeth']",26,7
662,"Strongly feel that true ""intelligence"" is more than just IQ","['Strongly feel that intelligence is genetically more than just iq.', 'Rs4851266']",26,2
699,Smell of rain,"['Yes, enjoying the nice smell', 'Yes; fresh', 'Yes, foul']",26,3
605,Sleep duration,"['9h', '5.5 hours', '4 hours', 'Rs11046205', '6.5 hour', '7-8 hours', 'The phenotype description fits me to a tee', 'No']",26,8
658,Age achieved full height,"['19', 'Over 21', '14', '20', '10', '15', '13', '17']",26,8
639,Missing canine teeth,"['I have all mine   :)', ' 2 upper and 2 lower', 'No', 'One upper and one lower canine, two baby teeth never fell out.', '2 upper']",26,5
253,Digit ratio,"['0.971', '0.965', '0.968', '.9555', '.914', '0.88', '0.9627', '.930', '1 (same length)', '.969', '.86', '.942', 'I guess we are all suppose to be scientis or dr`s', '0.939']",25,14
668,Do you read a lot on the why’s and how’s things work.,"['Yes', 'No']",25,2
592,clubfoot,"['Clubfoot present at birth', 'No', 'Bilaterally', 'Moderate']",25,4
407,Tricuspid Insufficiency (Regurgitation),"['None', 'Mild', 'Unknown', 'Minimal']",25,4
470,Significantly increased Risk of Heart Disease,"['Rs2383206(g;g)', 'I have had heart attacks but dont know what you are asking', 'This is a genotype, not a phenotype', 'Rs2383206(a,g)', ""I don't know"", 'I have had hert attacks but dont know what you are asking']",25,6
642,"Brown hair colour, white skin color","['Brown hair colour, white skin color', 'Caucasian', 'Yes']",24,3
400,Neanderthal (Interpretome),"['11/84, italian', '5%, ceu', '15/84 ceu', '8%, ceu', 'Xx', 'Unknown', 'This is a genotype, not a phenotype', '.5%', '7.56%, ceu', '1.8%, english ', '10/84 ceu']",24,11
479,"Throat, Stomach Cancer +rs2274223","['Yes, father died of throat cancer, his father of stomach cancer, i have rs2274223(a;g)', 'Have rs2274223 ag no history of throat or stomach cancer in family.', 'Rs2274223(g;g) no history known', 'Yes, i had stomach cancer', 'No']",24,5
616,Gorlin sign,"['Yes i do have the ability to touch the tip of my nose with my tongue', 'No']",23,2
452,ACT science,"['20', '29', ""Didn't take"", 'I teach it', '36', '28', '23', '34']",23,8
585,"Do you prefer python, matlab, or R?","['None', 'Python', 'Python & r', 'R']",23,4
546,MS,"['Rs6604026', ""I don't have ms"", 'No', 'Rs6604026 (c;t)', '???']",23,5
361,Bicuspid aortic valve,"['Normal', 'Associated aortic aneurysm', 'Mild regurgitation.']",23,3
467,Thrombosis,"['History of dvt & pe', 'None', 'None / but high risk dvt', 'Svt history', 'Yes', 'Prothrombin g2021a gene. no blood clots but my daughter gas the same gene and had one while pregnant']",23,6
530,Carrier,"['Not known', 'Medium-chain acyl-coenzyme a dehydrogenase deficiency', 'Not sure what the question is', 'Alpha-1 antitrypsin deficiency (serpina1)', 'I don’t like carrying heavy things ', 'Low blood sugar in grade school', 'Hemochromatosis', 'Pku carrier', 'I’ve never had strep throat ']",23,9
450,12,"['Huh?', '12', '11']",22,3
438,Cancer Marker RNASEL Gene,"['A,g', 'Not genotyped', 'Unknown', 'This is a genotype, not a phenotype', 'Rs3738579(c;t) reduced risk', 'Rs3738579 ', 'Rs3738579 (a;a)']",22,7
591,Hypospadias,"['No', 'Partially, the hole is not on the underside, but close.', 'Yes', 'N/a']",22,4
574,Preterm labor,"['I am a male.', 'Preterm labor with both pregnancies ', 'With my first child only.', 'Two out of three births', 'Нет', 'No', 'Preterm labor and pre-eclampsia with both of my daughters. but no problems with my son the middle child.', 'Preterm labor with 3rd child that was stopped by doctor', 'N/a']",22,9
525,Spondyloarthropathy,"['Diffuse idiopathic skeletal hyperostosis (dish)', 'None', 'No']",22,3
564,Pulmonary Fibrosis,"['No', 'Yes in family. some symptoms indicating predisposition especially with cigarette smoking - more than typical', 'Family history of lung problems. probably alpha 1 anti tripsen gene and rhinitis', 'Rs2736100']",22,4
471,"Increased Risk of GYN, Head & Neck Cancers (mutation on RNASEL Gene ~ Cancer Marker)","['Rs3738579(t;t)', 'Rs3738579(a;g)', 'Not listed', 'N/a', 'Rs3738579(c,c)', 'I had endometrial cancer stage 2 and survived it. ', 'No idea']",21,7
549,Hedonic set point,"['Slightly below neutral ', 'Good, slightly above neutral, neutral, slightly below neutral, bad', 'Good', 'Slightly above neutral', 'Any and all possibilities exists. ']",21,5
537,Brazil nut diarrhoea,"['2-3', 'No issues here', 'None']",21,3
703,music preference,"['Rock, folk', 'Heavy metal', 'Acid house / techno', 'Pop-punk', 'Electronic: synthpop, new wave, ebm', 'County ', 'Jazz', 'Eclectic ']",21,8
688,Wiggle My Ears,"['Brunette', 'No', 'Can wiggle ears, blue eyes']",20,3
650,Penis Girth ,"['N/a, female', '7""', '5.5', '5""', 'Small', '5.5""', '6""', '16cm', ""Didn't measure""]",20,9
595,Horseshoe kidney,"['Present', 'None', 'No idea', 'No']",20,4
596,Cushing's Disease,"['Diagnosed', 'No', 'No, but my mom had it']",20,3
676,Allergic to bees,"['Epi pen allergic ', 'Not allergic']",20,2
402,A- (cisA2B3),"['Caucasian', 'This is a genotype, not a phenotype', 'A- (cisa2b3)']",20,3
481,Thyroid Disorders +rs966423,"['Yes, fluctuating hypo-to-hyperthyroidsm, thyroid nodule, hyperparathyroidism & rs966423(c;t)', 'Rs966423(c;t) but not diagnosed', 'Hypothyroid, thyroid nodule, rs966423(c;t)', 'Hypothyroidism, no nodule, rs966423(c;t)', 'This is a genotype, not a phenotype']",20,5
503,Hidradenitis Supperativa,"['Mild case', ""No i don't have this""]",19,2
566,Vasovagal syncopy or Neurocardiogenic syncopy,"['No', 'Yes']",19,2
527,parsonage-turner syndrome,"['Not afaik', 'No', 'Unknown']",19,3
692,Allergic to Band-Aid Adhesives / Other Adhesives,"['Yes, severe blistering resulting in skin peeling off and a raw, open area that has to heal.', 'No', 'Moderate reaction']",19,3
671,"nail biter, lip biter or skin picker when stressed","['Lip and skin', 'No', 'Fingers, lips and face', 'Yes']",19,4
669,"Can you wake up at night, drink coffee and a couple hours later go right back to sleep ","['Yes', 'No']",19,2
342,Response to Humira,"[""I don't know"", 'Positive clinical response', 'Allergic-rash', 'Ineffective after eight months, switched to another biologic']",19,4
469,Enhanced Hippocampal Volume,"['Moderate, rs7294919(c;t)', 'Rs7294919(t;t)', 'Yes', 'Rs10784502(c;c)', 'Tc', 'N/a']",19,6
557,Pseudocholinesterase deficiency,"['Yes', 'No', 'No and not a carrier rs28933390(g;g)']",18,3
625,"chilblains/perniosis, have you ever had them, yes/no","['No', 'Yes']",18,2
588,blue eyes with yellow  stripes making them look depending on the light or my mood,"['I think so', 'No', ' fair skin with freckles, dark blonde']",18,3
510,Secretor Status,"['Rs601338 (a;g): secretor', 'Rs601338 (g;g) secretor', 'This is a genotype, not a phenotype', 'Non-secretor', 'Rs601338 g/a nonsecretor']",18,5
554," Medium blonde, medium tone skims blood type o+","['Brown hair caucasian o+', 'Blonde caucasian ', 'Green eyes, ukrainian', 'Red hair, fair skin tone, rarely tans', 'No']",18,5
523,rs429358,"['Ct', 'Tt', 'This is a genotype, not a phenotype', 'Cc']",18,4
524,immune thrombocytopenia,"['This is a rare disease', 'None', 'Yes', 'No']",18,4
558,Behçet's Syndrome / Disease (Behcet's),"['No', 'Yes']",18,2
531,33,"['33', 'I love this number', 'What?']",18,3
613,GREEK DNA ,"['None', 'Greek', 'This is  not a phenotype', 'Portuguese']",18,4
472,Reduced MAO-A Activity,"['Yes, rs6323(t;t)', 'Rs6323(g;t)', 'Rs6323 (g;g)', 'This is a genotype, not a phenotype']",18,4
610,Rosacea,"['Yes, papulopustular rosacea', ""No, don't have it"", 'No']",17,3
529,CLL,"[""I don't have blood cancer"", 'Causcasian', 'Dont know', 'No']",17,4
687,tourettes syndrome,"['F no', 'Yes', 'No']",17,3
630,Gall bladder disease,"['Caucasian', 'No issues', 'Both men and women in family have probem', 'No']",17,4
535,5-HTP effectiveness,"[""I don't know"", 'A little, probably placebo', 'Effective', 'None', 'Not sure but take it daily', 'Like a sugar pill, but a turkey sammich full of tryptophan works wonders as does chicken and fries! makes sleepy, removes mdma hangover, a few pieces of kfc or popeyes or safeway rotisserie does the same ']",17,6
627,"green eyes, light brown hair, left-handed, Dupuytren's","['Caucasian', ""Blue eyes, dark blonde hair, right-handed, no dupuytren's"", ""Blue eyes, light brown hair, right-handed, no dupuytren's"", 'No', 'Hazel eyes, light brown hair, right handed']",17,5
550,Primary Open Angle Glaucoma,"['No', 'Yes', 'Glaucoma', 'Maybe']",17,4
689,Hypermobile Ehlers Danlos Syndrome,"['Hypermobile ehlers danlos syndrome', 'No', 'Marfan syndrome ']",17,3
587,Score on Big Five at PersonalityLab.org,"['Dont know', 'Ex67, ag58, co27, nu42, op100', 'Ex48, ag90, co67, ne25, op77', 'Ex15, ag42, co46, nu88, op60', 'Ex44, ag85, co40, ne77, op98', 'Ex62, ag96, co92, ne21, op94', 'Ex33, ag73, co62, ne38, op88', 'Ex77, ag42, co35, nu65, op71', 'Ex31, ag89, co75, ne29, op88', 'Ex11, ag46, co25, ne20, op90', 'Ex31, ag44,co48,ne54,op69', 'Dont remember it has been so long ago', 'Ex71, ag81, co52, nu33, op92', 'Ex38, ag69, co48, ne96, op67']",17,14
622,Dyshydrotic Eczema ,"['No', 'Yes', 'Rarely and only very minor version on hands']",17,3
500,impaired NSAID drug metabolism,"['No. fast metabolizer ', 'Gi bleeding after 500mg ibuprofen!', 'Gi bleed even with one baby aspirin', 'None known', 'Yes', 'Metabolism is fast and good']",17,6
453,Heart Problems - Long QT Syndrome,"['Rs12143842, rs179405, rs17061696', 'Rs10494366(t,t)', 'G,t', 'Not diagnosed as such ', 'I was diagnosed with long qt interval in 2013.', 'No']",17,6
601,Familial hypercholesterolemia,"['Above 400 without meds', 'None', 'Lower', '202 without meds', 'Diagnosed fh', 'Rs141502002(c;t)', 'No']",16,7
586,"hemophilia C    (factor XI deficiency is caused by ""rare mutations"" in the F11 gene)","['None', 'Tonsillectomy', 'This is not a phenotype']",16,3
717,Cannabis Allergy,"['Cannabis allergy and allergic asthma', 'None', 'Unknown', 'Possible cannabis allergy']",16,4
651,Fuchs' Disease,"['Nope', 'Caucasian, european (german ancestry has the genetic trait), and a genetic slow but steady hearing loss (it seems a majority of fuchies has this also, but not proven)', 'No']",16,3
578,Response to Metformin,"[""Don't know"", 'Nausea and vomiting', 'Same weight', 'Lose weight']",16,4
541,lichen planus,"[""I don't have it"", 'Biopsy confirmed lichen planus. self & maternal grandmother', 'I have it', 'No']",16,4
598,Force,"['""luke, i am your father""', 'Hello hello hello!? is there anybody in there?', ""Do you want to build a snowman, doesn't have to be a snowman...okay bye"", 'Average']",16,4
675,Wake time before leaving for work ,"['1 hour', '2 hours ', '30 minutes', '20 minutes']",16,4
608,Fibromyalgia Response to SRI drugs,"['Do not work for fibromyalgia or depressive issues.', 'Does not apply to me', 'Dont know', 'They work but cause sexual side effects and some numbing of emotions', ""Worked well at first but i'm now at the maximum dose. works better for mood and fatigue than pain""]",16,5
638,"Brown hair, Hazel, Caucasian.","['Hazel, brown, caucasian.', 'Blue eyes, brown hair, ', 'Blue eyes, dark blonde hair', 'Brown hair, light brown eyes, caucasian', 'No']",16,5
603,"dark Blonde,fair skin,brown eyes","['Dark blonde but blue eyes', 'Blonde,white', 'Not me', 'Blonde, mixed race', 'Dark blonde,fair skin,brown eyes']",16,5
632,can't stand Tarragon,"['No adversions', 'Don´t know', 'Caucasian']",16,3
721,Gender Dysphoria,"['I have gender dysphoria (afab)', 'No', 'I have gender dysphoria (amab)']",16,3
480,Exercise Induced Ischemia +rs1024611,"['I have rs1024611(c;t) and a hypertensive response to exercize', 'Yes, i have rs1024611(c;t)', 'Rs1024611(g;g)', 'Rs1024611(t;t)', 'No? , rs1024611 aa', 'Rs1024611 (a;g)', 'No']",16,7
439,opensnp.org,"['00', 'No idea', 'Rs 73598374', 'Rs73598374 (c;c)', 'Support']",15,5
553,Online Alexithymia Questionnaire,"['81', '145', 'No', '87', '93', '123 ', '82', '163', '80', '134', '92']",15,11
634,Carpal tunnel ,"['Both', 'None', 'Both wrists', 'Right only']",15,4
540,Umami taster?,"['At', ""I can't detect msg"", 'Havent a clue', 'Yes', 'Rs307377 tt', 'Rs307377 cc']",15,6
611,"black skin,O+,hair Black,Eye color Brown,","['No', 'Hair color started about 19 yrs old graying', 'White skin a+brown hair brown eyes']",15,3
694,Recurrent Urinary Tract Infections (UTI) / Bladder Infections,"['No', 'Yes, since i was 15 years old. ', 'Yes, since i was a child']",14,3
672,Have a military neck,"['Yes', 'No']",14,2
670,Alcoholism ,"['27-2', 'Alcohol dependent', 'None', '16/5']",14,4
657,Episodic Major Depression,"['No', 'German ancestry, from schwäb lineage', 'Yes- loose joints, chronic muscular pain and systemic tendinopathy ']",14,3
691,Dry Eye Syndrome / Fishing Eye Syndrome,"['Fishing eye syndrome!', 'Don´t know', 'None', 'Dry eye syndrome', 'No']",14,5
738,Bipolar Disorder (Immediate Family or Personal Diagnosis),"['Yes', 'No', 'Biological mother has']",14,3
628,Diagnosed celiac disease AND photic sneeze reflex,"['Celiac with psr', 'No issues', 'No']",14,3
621,Gulf War Illness ,"['N/a', 'Desert storm', 'No']",14,3
652,Double eyelashes,"['No', 'Caucasian, european (german ancestry has the genetic trait), and a genetic slow but steady hearing loss (it seems a majority of fuchies has this also, but not proven)', 'Mo', 'Yes']",14,4
619,Clinodactyly,"['No', 'Has bent pinky fingers']",14,2
582,Renal hypoplasia,"['None', 'Left, right, neither']",14,2
623,Pancreas,"['Don´t know', 'Yes, i have a pancreas.', 'Fatty liver, chronic pancreatitis, no alcoholism', 'No']",14,4
569,Cusp of Carabelli,"['No', 'Yes', 'Present on first and third molars', ""Don't know""]",14,4
489,Chronic cough and single CFTR mutation,"['Single-allele cftr mutation', 'None', 'No chronic cough ', 'I have one alpha 1 antiitrypsen gens and have a chronic cough']",14,4
663,Feel that intelligence is genetically more than just IQ,"[""Feel that intelligence is more than just iq, don't feel that intelligence is genetically more than just iq"", ""Don't understand the question"", 'Yes']",13,3
680,Simian Line(s),"['No on either hand.', 'Double simian', 'Simian on single hand']",13,3
597,Sang À+,"['O+', 'Caucasian', 'A+', ""Don't know""]",13,4
599,Lichen Sclerosis(LS)/Balanitis Xerotica Obliterates(BXO),"['I dont have this', 'Yes']",13,2
478,Atherosclerotic Vascular Disease +rs2943634,"['Yes, rs2943634(c;c)', 'Rs2943634 a/c', 'No']",12,3
716,Covid19 Symptoms,"['Resisted easily, resisted in the long term, did not resist, did not get covid19 but i lived with people close to me', 'This phenotype has nothing to do with covid. s2234693 polymorphism is associated with muscle injury and muscle stiffness. look it up.', 'None', 'Resisted easily with ibuprofen']",12,4
695,Spinal Degenerative Bone or Disc Disease Early Onset Genetic-Cause Only ,"['Both, replaced 3 cervical discs at the age of 30. ', 'Degenerative noticed', 'No']",12,3
712,Occipital bun ,"['No', 'Yes']",11,2
740,Blue eyes,"['Caucasian', 'No']",11,2
702,"Black curly hair,brown eyes,olive skin","['Hispanic', 'No']",11,2
696,TIA (transient ischemic attack),"['Tia at 29 yrs old.', 'None', 'Multiple', 'No']",11,4
743,"IQ score (2022 research, ignore other IQ phenotype as it had typo)","['145', '130', '135', '108', '160', '110', '130 wais-iv (usa version)', '120']",11,8
724,Ear deformity,"['Flat helix, small lobe, irregular scapha ', 'No', 'Lobeless, extremely stretchy & translucent in both ears', 'Underdeveloped antihelical']",11,4
648,Age of first grey hair (facial),"['45', '31', '50', 'Im female', 'N/a']",11,5
644,MPN myeloproliferative neoplasms,"['None', 'Calr/2', ""I don't, but my sister has polycythaemia vera and my father had leukaemia.   i have factor v leiden."", ' jak2 ggcc (46/1) haplotype', 'Jak2 v617f heterozygous', 'Cml']",10,6
640,Han Arm Creases,"['No han arm creases', 'Yes', 'No']",10,3
679,"black hair and brown eyes, blood B+, 6,5 tall","['Caucasian', 'Black', 'No']",10,3
750,Schizophrenia,"['Rs28694718(a;g)', 'Negative', 'No', 'Polygenic score  -2.20 (lam, 2019)', 'Diagnosed schizoaffective bipolar subtype']",10,5
665,immunological disorder: HLA-b27,"['None', ""Reiter's syndrome"", 'No']",10,3
742,IQ score (2022 research),"['145', '108', '180, 170, 160, 150, 145, 140, 135, 130, 125, 120, 115, 110, 105, 100, 95, 90, 80, 70, 60, 50', '160', '114', '130 wais-iv (usa version)', '120']",10,7
711,Blood transfusion,"['Yes', 'No', 'Dna@thealexofevil.ca']",10,3
748,Autistic Spectrum Disorder,"['Rs1858830(c;g)', 'No', 'Autistic']",10,3
693,Allergy to Macrobid (nitrofurantoin) Antibiotic (Only),"['Severe reaction, flu like symptoms, no other medication allergies. ', 'Don´t know', 'Yes, hives/rash', 'No']",10,4
751,Childhood Intelligence,"['Rs6042314(c;c)', 'High']",10,2
659,Biophilia,"['An attraction to nature and other life forms', 'I support biophilia', 'No']",10,3
701,Altitude acclimatisation and sickness,"['No issues', 'Pressure on the ears but no nausea', ""Don't know, better, worse, much worse, much better, average"", ""Don't know""]",9,4
700,Alpha-1 Antitrypsin Deficiency,"['Sz', 'Ms', 'Likely possible :(', 'None known', 'No']",9,5
667,Deep Blue,"['Rs1393350 (a;g), rs1847134 (a;c), rs12203592 (c;c), rs12913832 (g;g), rs1667394 (t;t), rs16891982 (g;g), rs11648785 (c;t) and rs12913832 (g;g)', ""Blue blonde ginger eyes hair albinism mcr1 blindness strabismus retinis pigmentosa musician's dystonia"", 'Not blue eyes', 'Dislike the character deep blue']",9,4
777,Do you go to church weekly?,['No'],9,1
723,Mast Cell Activation Syndrome,"['No, yes', 'No', 'Yes']",9,3
660,Reading speed(WPM),"['About 400', '381', '600', '251', 'About 300']",9,5
708,Familial Mediterranean Fever  ,"['K695r', 'None', 'No']",9,3
781,Do mosquitoes seem to bite you more often than they bite others?,"['Yes', 'No']",9,2
633,Ectopic heartbeats,"['Nope, not me', 'Caucasian']",9,2
673,High kidneys ,"['Yes', 'No']",9,2
617,"dark Blonde, hazal eyes,, 165 cm","['Dark blonde, blue eyes, 190 cm', 'Caucasian ', 'No']",9,3
685,repetitive movements or unwanted sounds,"['No', 'Yes i have a tic disorder ']",9,2
629,Therapeutically induced hypothyroidism,"['No issues', 'Caucasian', 'No']",9,3
787,Do you get motion sickness more often than others?,"['Yes', 'No']",8,2
776,Is English your first language?,"['No', 'Yes']",8,2
661,Chimera or mosaic?,"['Mosaic', 'Yes', 'This is a genotype, not a phenotype.', 'Possibly ', ""Don't know""]",8,5
654,Two tendons at wrists,"['No', 'Left handed, double row eyelashes', 'Yes']",8,3
771,Adopted ,"['Yes', 'No']",8,2
666,abnormal brain shape,"['Right side of cerebellum and occipital lobe markedly smaller than left side.', 'None known']",8,2
646,Boldness type A+,"['Caucasian', 'No', ""Don't know""]",8,3
709,Income,"['Poor', 'Rs1906252, rs3847223, rs159365, rs35309068, ', '$35k/yr', '$6k/yr']",8,4
637,blood incompatibility,"['Càucasian', 'O+ no issues', 'No']",8,3
706,"brown hair, brown eyes, caucasian, blood type O, Rh+","['Brown hair, blue eyes, caucasian, blood type o, rh+', 'Male', 'Brown hair, green eyes, caucasian, blood type o, rh+', 'Brown hair, brown eyes, caucasian, blood type o, rh+', 'No']",8,5
674,Allergic to a steroid shot ,"['Yes- kenalog ', ""Don't know"", 'No']",8,3
704,autologous blood,"['Red blood cells incompatible', 'No']",8,2
636,Resistance to Norovirus,"['No', 'Rs601338 (t;t)', 'Probably', 'Rs601338 (a/g)']",8,4
741,Type 1 diabetes,"['No', 'Adult on-set']",7,2
761,Premature Ejaculation,"['No', 'N/a']",7,2
773,I'm German! ,"['Maybe', 'Spanish', '3/8', 'No']",7,4
786,Ever gone bungee jumping?,"['No', 'Yes']",7,2
624,Нос,"['Yes a caucasian snubnose (i think it exist frequently in scandinavia and anglo-saxon countries)', 'Восточный балтид, курносый', 'Spam?', 'No snub nose', 'Never read it']",7,5
600,"Dark brown,Rheusus Neg B,Olive","['Dark brown, caucasian', 'Dark brown, o+, fair', 'Caucasian', 'No']",7,4
664,RCCX,"['None', 'Multiple confirmed diagnosis ', 'This is a genotype, not a phenotype.', 'Possibly']",7,4
720,Hidradenitis suppurativa,"['None', 'Hidradenitis suppurativa']",7,2
718,MGUS,"['Yes', 'No']",7,2
705,"black hair and brown eyes, blood A-, and white skin","['No', 'Western european mediterranean']",7,2
722,Polycythemia Vera,"['Jak2', 'No', 'This is a genotype', ""Don't know""]",6,4
677,Birthing pain,"['Yes-9', 'N/a', 'Male']",6,3
655,Hearing loss genetic cookie bite configuration,"['No', ""Fuchs' disease""]",6,2
683,The Cracker Test,"['23', '10', 'Unknown']",6,3
760,Acetaminophen allergy,"['Acetaminophen allergy bad', 'None', 'No', ""Don't know""]",6,4
783,Athletic muscle type: Better at short distance sprint races or long distance endurance races?,"['Endurance', 'Sprinting']",6,2
